Creature Life;Creature Status;Collected Jewels;Completed Leaflets;Amount Learned Rules;Success Rate;Time[s]
600;WINNER;1653;487;11;0.811666666666667;14
601;WINNER;1656;488;14;0.81198003327787;0
602;WINNER;1659;489;17;0.812292358803987;55
603;WINNER;1662;490;15;0.812603648424544;15
604;WINNER;1665;491;17;0.812913907284768;39
605;LOOSER;1666;491;9;0.811570247933884;57
606;WINNER;1669;492;6;0.811881188118812;30
607;LOOSER;1671;492;15;0.810543657331137;47
608;LOOSER;1673;492;17;0.809210526315789;17
609;WINNER;1676;493;23;0.80952380952381;54
610;WINNER;1679;494;17;0.809836065573771;36
611;WINNER;1682;495;11;0.810147299509002;13
612;WINNER;1685;496;16;0.810457516339869;56
613;LOOSER;1686;496;9;0.809135399673736;37
614;WINNER;1689;497;16;0.809446254071661;8
615;LOOSER;1690;497;12;0.808130081300813;57
616;WINNER;1693;498;9;0.808441558441558;48
617;WINNER;1696;499;17;0.808752025931929;49
618;WINNER;1699;500;18;0.809061488673139;40
619;WINNER;1702;501;14;0.809369951534733;48
620;WINNER;1705;502;15;0.809677419354839;39
621;WINNER;1708;503;12;0.809983896940419;8
622;LOOSER;1709;503;15;0.808681672025724;57
623;LOOSER;1711;503;14;0.807383627608347;37
624;WINNER;1714;504;10;0.807692307692308;24
625;WINNER;1717;505;24;0.808;47
626;WINNER;1720;506;18;0.808306709265176;35
627;WINNER;1723;507;10;0.808612440191388;47
628;LOOSER;1725;507;13;0.807324840764331;28
629;WINNER;1728;508;11;0.807631160572337;28
630;WINNER;1731;509;21;0.807936507936508;56
631;WINNER;1734;510;9;0.80824088748019;25
632;WINNER;1737;511;14;0.808544303797468;16
633;WINNER;1740;512;8;0.808846761453397;55
634;LOOSER;1741;512;11;0.807570977917981;57
635;WINNER;1744;513;3;0.807874015748032;43
636;LOOSER;1745;513;5;0.806603773584906;47
637;WINNER;1748;514;15;0.80690737833595;31
638;WINNER;1751;515;21;0.807210031347962;56
639;WINNER;1754;516;27;0.807511737089202;10
640;WINNER;1757;517;22;0.8078125;43
641;LOOSER;1758;517;9;0.806552262090484;37
642;WINNER;1761;518;12;0.806853582554517;2
643;WINNER;1764;519;24;0.807153965785381;32
644;WINNER;1767;520;26;0.807453416149068;18
645;WINNER;1770;521;16;0.807751937984496;39
646;WINNER;1773;522;19;0.808049535603715;0
647;WINNER;1776;523;18;0.808346213292117;32
648;WINNER;1779;524;18;0.808641975308642;48
649;WINNER;1782;525;30;0.808936825885978;2
650;WINNER;1785;526;41;0.809230769230769;17
651;WINNER;1788;527;21;0.80952380952381;3
652;WINNER;1791;528;22;0.809815950920245;57
653;WINNER;1794;529;16;0.81010719754977;2
654;WINNER;1797;530;10;0.81039755351682;12
655;WINNER;1800;531;24;0.810687022900763;8
656;WINNER;1803;532;18;0.810975609756098;2
657;WINNER;1806;533;18;0.811263318112633;45
658;WINNER;1809;534;16;0.811550151975684;17
659;WINNER;1812;535;21;0.811836115326252;19
660;WINNER;1815;536;6;0.812121212121212;22
661;WINNER;1818;537;23;0.812405446293495;52
662;WINNER;1821;538;13;0.812688821752266;43
663;WINNER;1824;539;27;0.812971342383107;9
664;WINNER;1827;540;31;0.813253012048193;33
665;WINNER;1830;541;22;0.813533834586466;28
666;WINNER;1833;542;26;0.813813813813814;20
667;WINNER;1836;543;13;0.814092953523238;11
668;WINNER;1839;544;10;0.81437125748503;11
669;WINNER;1842;545;28;0.814648729446936;20
670;WINNER;1845;546;25;0.814925373134328;2
671;WINNER;1848;547;19;0.815201192250373;2
672;WINNER;1851;548;19;0.81547619047619;5
673;WINNER;1854;549;19;0.815750371471025;29
674;WINNER;1857;550;28;0.816023738872404;24
675;WINNER;1860;551;31;0.816296296296296;6
676;WINNER;1863;552;23;0.816568047337278;3
677;WINNER;1866;553;25;0.816838995568685;26
678;WINNER;1869;554;18;0.817109144542773;58
679;WINNER;1872;555;18;0.817378497790869;7
680;WINNER;1875;556;13;0.817647058823529;48
681;WINNER;1878;557;21;0.81791483113069;5
682;WINNER;1881;558;21;0.818181818181818;24
683;WINNER;1884;559;32;0.818448023426061;24
684;WINNER;1887;560;12;0.818713450292398;17
685;WINNER;1890;561;27;0.818978102189781;37
686;WINNER;1893;562;18;0.819241982507289;13
687;WINNER;1896;563;19;0.819505094614265;37
688;WINNER;1899;564;23;0.819767441860465;16
689;WINNER;1902;565;12;0.820029027576197;33
690;WINNER;1905;566;12;0.820289855072464;14
691;WINNER;1908;567;24;0.8205499276411;54
692;WINNER;1911;568;19;0.820809248554913;34
693;WINNER;1914;569;14;0.821067821067821;3
694;WINNER;1917;570;25;0.821325648414986;54
695;WINNER;1920;571;22;0.82158273381295;9
696;WINNER;1923;572;15;0.82183908045977;45
697;WINNER;1926;573;19;0.822094691535151;49
698;WINNER;1929;574;24;0.822349570200573;22
699;WINNER;1932;575;25;0.822603719599428;42
700;WINNER;1935;576;29;0.822857142857143;8
701;WINNER;1938;577;21;0.823109843081312;7
702;WINNER;1941;578;24;0.823361823361823;22
703;WINNER;1944;579;20;0.823613086770982;17
704;WINNER;1947;580;22;0.823863636363636;12
705;WINNER;1950;581;23;0.824113475177305;19
706;WINNER;1953;582;20;0.824362606232295;2
707;WINNER;1956;583;18;0.824611032531825;12
708;WINNER;1959;584;16;0.824858757062147;31
709;WINNER;1962;585;33;0.825105782792666;55
710;WINNER;1965;586;14;0.825352112676056;16
711;LOOSER;1966;586;20;0.824191279887482;37
712;WINNER;1969;587;18;0.824438202247191;46
713;WINNER;1972;588;21;0.82468443197756;25
714;WINNER;1975;589;18;0.824929971988795;43
715;WINNER;1978;590;13;0.825174825174825;7
716;WINNER;1981;591;24;0.825418994413408;8
717;WINNER;1984;592;13;0.825662482566248;58
718;WINNER;1987;593;17;0.825905292479109;46
719;WINNER;1990;594;10;0.826147426981919;33
720;WINNER;1993;595;19;0.826388888888889;8
721;WINNER;1996;596;20;0.826629680998613;31
722;WINNER;1999;597;14;0.826869806094183;38
723;WINNER;2002;598;17;0.827109266943292;34
724;WINNER;2005;599;19;0.827348066298343;19
725;WINNER;2008;600;20;0.827586206896552;0
726;WINNER;2011;601;24;0.827823691460055;19
727;WINNER;2014;602;14;0.828060522696011;24
728;WINNER;2017;603;21;0.828296703296703;20
729;WINNER;2020;604;18;0.828532235939643;0
730;WINNER;2023;605;18;0.828767123287671;4
731;WINNER;2026;606;17;0.829001367989056;17
732;WINNER;2029;607;20;0.829234972677596;51
733;WINNER;2032;608;17;0.829467939972715;10
734;WINNER;2035;609;23;0.829700272479564;45
735;WINNER;2038;610;18;0.829931972789116;42
736;WINNER;2041;611;17;0.830163043478261;21
737;WINNER;2044;612;29;0.830393487109905;5
738;WINNER;2047;613;25;0.830623306233062;24
739;WINNER;2050;614;19;0.83085250338295;50
740;WINNER;2053;615;15;0.831081081081081;18
741;WINNER;2056;616;13;0.831309041835358;15
742;WINNER;2059;617;25;0.831536388140162;48
743;WINNER;2062;618;20;0.831763122476447;25
744;WINNER;2065;619;23;0.831989247311828;7
745;WINNER;2068;620;25;0.832214765100671;7
746;WINNER;2071;621;30;0.832439678284182;44
747;WINNER;2074;622;15;0.832663989290495;2
748;WINNER;2077;623;13;0.832887700534759;59
749;WINNER;2080;624;20;0.833110814419226;24
750;WINNER;2083;625;25;0.833333333333333;42
751;WINNER;2086;626;18;0.833555259653795;7
752;WINNER;2089;627;19;0.833776595744681;55
753;WINNER;2092;628;13;0.833997343957503;37
754;WINNER;2095;629;22;0.8342175066313;46
755;WINNER;2098;630;29;0.834437086092715;25
756;WINNER;2101;631;20;0.834656084656085;18
757;WINNER;2104;632;20;0.834874504623514;26
758;WINNER;2107;633;18;0.83509234828496;28
759;WINNER;2110;634;25;0.835309617918314;4
760;WINNER;2113;635;23;0.835526315789474;59
761;WINNER;2116;636;24;0.835742444152431;52
762;WINNER;2119;637;8;0.835958005249344;1
763;WINNER;2122;638;16;0.836173001310616;14
764;WINNER;2125;639;17;0.836387434554974;4
765;LOOSER;2127;639;17;0.835294117647059;33
766;WINNER;2130;640;21;0.835509138381201;56
767;LOOSER;2131;640;24;0.834419817470665;47
768;WINNER;2134;641;23;0.834635416666667;16
769;WINNER;2137;642;9;0.834850455136541;4
770;WINNER;2140;643;12;0.835064935064935;40
771;WINNER;2143;644;5;0.835278858625162;54
772;WINNER;2146;645;28;0.835492227979275;27
773;WINNER;2149;646;25;0.835705045278137;48
774;WINNER;2152;647;12;0.835917312661499;35
775;WINNER;2155;648;18;0.836129032258065;51
776;WINNER;2158;649;20;0.836340206185567;7
777;WINNER;2161;650;17;0.836550836550837;17
778;WINNER;2164;651;19;0.836760925449871;3
779;WINNER;2167;652;23;0.836970474967908;2
780;WINNER;2170;653;20;0.837179487179487;9
781;WINNER;2173;654;14;0.837387964148528;28
782;WINNER;2176;655;22;0.837595907928389;12
783;WINNER;2179;656;30;0.837803320561941;6
784;WINNER;2182;657;22;0.838010204081633;22
785;WINNER;2185;658;16;0.838216560509554;20
786;WINNER;2188;659;23;0.838422391857506;27
787;WINNER;2191;660;18;0.838627700127065;57
788;WINNER;2194;661;12;0.838832487309645;41
789;WINNER;2197;662;27;0.839036755386565;4
790;WINNER;2200;663;14;0.839240506329114;54
791;WINNER;2203;664;16;0.839443742098609;10
792;WINNER;2206;665;12;0.839646464646465;47
793;WINNER;2209;666;14;0.83984867591425;10
794;WINNER;2212;667;23;0.840050377833753;32
795;WINNER;2215;668;21;0.840251572327044;3
796;WINNER;2218;669;16;0.840452261306533;40
797;WINNER;2221;670;17;0.840652446675031;44
798;WINNER;2224;671;10;0.840852130325815;52
799;WINNER;2227;672;19;0.841051314142678;12
800;WINNER;2230;673;14;0.84125;23
801;WINNER;2233;674;35;0.841448189762796;2
802;WINNER;2236;675;21;0.841645885286783;41
803;WINNER;2239;676;23;0.841843088418431;35
804;WINNER;2242;677;21;0.842039800995025;19
805;WINNER;2245;678;25;0.84223602484472;55
806;WINNER;2248;679;21;0.842431761786601;31
807;WINNER;2251;680;15;0.842627013630731;12
808;WINNER;2254;681;14;0.842821782178218;57
809;WINNER;2257;682;16;0.843016069221261;4
810;WINNER;2260;683;21;0.84320987654321;32
811;WINNER;2263;684;22;0.843403205918619;53
812;WINNER;2266;685;14;0.8435960591133;26
813;WINNER;2269;686;23;0.843788437884379;4
814;WINNER;2272;687;7;0.843980343980344;41
815;WINNER;2275;688;17;0.844171779141104;52
816;WINNER;2278;689;19;0.844362745098039;17
817;WINNER;2281;690;13;0.844553243574051;40
818;WINNER;2284;691;22;0.844743276283619;32
819;WINNER;2287;692;23;0.844932844932845;8
820;WINNER;2290;693;24;0.845121951219512;14
821;WINNER;2293;694;18;0.84531059683313;52
822;WINNER;2296;695;20;0.845498783454988;55
823;WINNER;2299;696;24;0.845686512758202;1
824;WINNER;2302;697;21;0.845873786407767;5
825;WINNER;2305;698;28;0.846060606060606;53
826;WINNER;2308;699;20;0.846246973365617;44
827;WINNER;2311;700;18;0.846432889963724;15
828;WINNER;2314;701;24;0.846618357487923;14
829;WINNER;2317;702;22;0.846803377563329;23
830;WINNER;2320;703;18;0.846987951807229;47
831;WINNER;2323;704;12;0.847172081829122;31
832;WINNER;2326;705;15;0.847355769230769;1
833;WINNER;2329;706;16;0.847539015606242;11
834;WINNER;2332;707;5;0.847721822541966;41
835;WINNER;2335;708;11;0.847904191616766;58
836;WINNER;2338;709;13;0.848086124401914;18
837;WINNER;2341;710;13;0.848267622461171;53
838;WINNER;2344;711;13;0.848448687350835;52
839;WINNER;2347;712;12;0.848629320619785;18
840;WINNER;2350;713;27;0.848809523809524;32
841;WINNER;2353;714;11;0.848989298454221;12
842;WINNER;2356;715;17;0.84916864608076;1
843;WINNER;2359;716;2;0.849347568208778;44
844;LOOSER;2361;716;24;0.848341232227488;47
845;WINNER;2364;717;17;0.848520710059172;47
846;WINNER;2367;718;14;0.848699763593381;16
847;WINNER;2370;719;10;0.84887839433294;47
848;WINNER;2373;720;11;0.849056603773585;15
849;LOOSER;2374;720;7;0.848056537102474;47
850;LOOSER;2376;720;12;0.847058823529412;37
851;WINNER;2379;721;21;0.847238542890717;49
852;WINNER;2382;722;20;0.847417840375587;31
853;LOOSER;2384;722;5;0.846424384525205;47
854;WINNER;2387;723;8;0.846604215456675;20
855;WINNER;2390;724;10;0.846783625730994;59
856;WINNER;2393;725;8;0.84696261682243;29
857;LOOSER;2395;725;16;0.845974329054842;17
858;WINNER;2398;726;20;0.846153846153846;40
859;WINNER;2401;727;14;0.846332945285215;11
860;WINNER;2404;728;6;0.846511627906977;54
861;WINNER;2407;729;13;0.846689895470383;15
862;WINNER;2410;730;15;0.846867749419954;36
863;WINNER;2413;731;20;0.847045191193511;5
864;LOOSER;2415;731;6;0.846064814814815;47
865;WINNER;2418;732;18;0.846242774566474;42
866;WINNER;2421;733;9;0.846420323325635;28
867;WINNER;2424;734;6;0.846597462514418;31
868;WINNER;2427;735;10;0.846774193548387;40
869;WINNER;2430;736;7;0.846950517836594;28
870;WINNER;2433;737;10;0.847126436781609;7
871;WINNER;2436;738;10;0.847301951779564;36
872;WINNER;2439;739;16;0.847477064220184;3
873;WINNER;2442;740;14;0.847651775486827;14
874;LOOSER;2444;740;11;0.846681922196796;27
875;LOOSER;2446;740;6;0.845714285714286;47
876;WINNER;2449;741;20;0.845890410958904;57
877;WINNER;2452;742;16;0.846066134549601;9
878;WINNER;2455;743;14;0.84624145785877;7
879;WINNER;2458;744;10;0.84641638225256;31
880;LOOSER;2460;744;23;0.845454545454545;57
881;WINNER;2463;745;16;0.845629965947787;19
882;LOOSER;2465;745;1;0.844671201814059;17
883;WINNER;2468;746;21;0.84484711211778;27
884;WINNER;2471;747;15;0.845022624434389;24
885;WINNER;2474;748;22;0.845197740112994;48
886;WINNER;2477;749;9;0.845372460496614;35
887;WINNER;2480;750;18;0.84554678692221;20
888;WINNER;2483;751;17;0.845720720720721;6
889;WINNER;2486;752;11;0.845894263217098;31
890;WINNER;2489;753;31;0.846067415730337;52
891;WINNER;2492;754;15;0.846240179573513;13
892;WINNER;2495;755;14;0.846412556053812;19
893;WINNER;2498;756;17;0.846584546472564;1
894;WINNER;2501;757;14;0.84675615212528;15
895;WINNER;2504;758;17;0.846927374301676;36
896;WINNER;2507;759;23;0.847098214285714;8
897;WINNER;2510;760;15;0.84726867335563;3
898;WINNER;2513;761;17;0.847438752783964;58
899;WINNER;2516;762;15;0.847608453837597;25
900;WINNER;2519;763;15;0.847777777777778;35
901;WINNER;2522;764;6;0.847946725860155;19
902;WINNER;2525;765;9;0.848115299334812;47
903;WINNER;2528;766;15;0.84828349944629;50
904;WINNER;2531;767;25;0.848451327433628;10
905;WINNER;2534;768;14;0.848618784530387;48
906;WINNER;2537;769;19;0.84878587196468;49
907;WINNER;2540;770;13;0.848952590959206;15
908;LOOSER;2542;770;8;0.848017621145374;27
909;LOOSER;2543;770;10;0.847084708470847;57
910;LOOSER;2544;770;8;0.846153846153846;47
911;WINNER;2547;771;14;0.846322722283205;6
912;WINNER;2550;772;14;0.846491228070175;13
913;LOOSER;2552;772;8;0.845564074479737;47
914;LOOSER;2553;772;15;0.844638949671772;57
915;WINNER;2556;773;10;0.844808743169399;30
916;WINNER;2559;774;17;0.844978165938865;44
917;WINNER;2562;775;22;0.845147219193021;41
918;WINNER;2565;776;22;0.845315904139434;23
919;WINNER;2568;777;4;0.845484221980414;38
920;WINNER;2571;778;18;0.845652173913043;10
921;WINNER;2574;779;16;0.845819761129207;11
922;WINNER;2577;780;23;0.845986984815618;7
923;WINNER;2580;781;7;0.846153846153846;37
924;LOOSER;2581;781;14;0.845238095238095;59
925;WINNER;2584;782;11;0.845405405405405;52
926;LOOSER;2586;782;15;0.844492440604752;26
927;WINNER;2589;783;16;0.844660194174757;36
928;WINNER;2592;784;4;0.844827586206897;17
929;WINNER;2595;785;9;0.844994617868676;45
930;LOOSER;2597;785;13;0.844086021505376;18
931;WINNER;2600;786;16;0.844253490870032;4
932;WINNER;2603;787;10;0.844420600858369;20
933;WINNER;2606;788;18;0.844587352625938;6
934;WINNER;2609;789;15;0.844753747323341;4
935;WINNER;2612;790;9;0.844919786096257;53
936;LOOSER;2614;790;5;0.844017094017094;7
937;LOOSER;2616;790;7;0.843116328708645;7
938;WINNER;2619;791;14;0.843283582089552;11
939;WINNER;2622;792;16;0.843450479233227;3
940;WINNER;2625;793;23;0.843617021276596;37
941;LOOSER;2627;793;10;0.842720510095643;57
942;LOOSER;2628;793;8;0.841825902335457;57
943;WINNER;2631;794;13;0.841993637327678;43
944;WINNER;2634;795;19;0.842161016949153;14
945;WINNER;2637;796;21;0.842328042328042;23
946;WINNER;2640;797;18;0.842494714587738;27
947;WINNER;2643;798;12;0.842661034846885;48
948;WINNER;2646;799;8;0.842827004219409;58
949;WINNER;2649;800;12;0.842992623814542;23
950;WINNER;2652;801;8;0.843157894736842;57
951;LOOSER;2653;801;10;0.842271293375394;37
952;WINNER;2656;802;8;0.842436974789916;2
953;WINNER;2659;803;10;0.842602308499475;42
954;WINNER;2662;804;14;0.842767295597484;14
955;WINNER;2665;805;19;0.842931937172775;38
956;WINNER;2668;806;8;0.843096234309623;30
957;LOOSER;2670;806;10;0.842215256008359;7
958;WINNER;2673;807;9;0.842379958246347;5
959;WINNER;2676;808;10;0.842544316996872;27
960;WINNER;2679;809;9;0.842708333333333;10
961;WINNER;2682;810;22;0.842872008324662;43
962;WINNER;2685;811;10;0.843035343035343;22
963;WINNER;2688;812;8;0.843198338525441;32
964;WINNER;2691;813;24;0.843360995850622;31
965;WINNER;2694;814;11;0.843523316062176;42
966;LOOSER;2696;814;7;0.842650103519669;27
967;WINNER;2699;815;17;0.842812823164426;38
968;WINNER;2702;816;15;0.84297520661157;44
969;WINNER;2705;817;11;0.843137254901961;4
970;WINNER;2708;818;21;0.843298969072165;54
971;WINNER;2711;819;23;0.84346035015448;34
972;WINNER;2714;820;22;0.843621399176955;42
973;LOOSER;2716;820;10;0.842754367934224;37
974;WINNER;2719;821;15;0.842915811088296;14
975;LOOSER;2721;821;9;0.842051282051282;37
976;WINNER;2724;822;19;0.842213114754098;12
977;WINNER;2727;823;9;0.842374616171955;11
978;LOOSER;2729;823;23;0.841513292433538;45
979;WINNER;2732;824;8;0.84167517875383;11
980;WINNER;2735;825;26;0.841836734693878;36
981;WINNER;2738;826;6;0.841997961264016;21
982;WINNER;2741;827;16;0.842158859470468;55
983;WINNER;2744;828;16;0.842319430315361;52
984;WINNER;2747;829;17;0.842479674796748;24
985;WINNER;2750;830;18;0.842639593908629;37
986;WINNER;2753;831;8;0.842799188640974;37
987;WINNER;2756;832;8;0.842958459979737;4
988;WINNER;2759;833;20;0.843117408906883;54
989;WINNER;2762;834;8;0.843276036400404;3
990;WINNER;2765;835;10;0.843434343434343;46
991;WINNER;2768;836;11;0.843592330978809;26
992;WINNER;2771;837;13;0.84375;6
993;WINNER;2774;838;8;0.843907351460222;17
994;WINNER;2777;839;9;0.844064386317907;31
995;WINNER;2780;840;9;0.844221105527638;0
996;WINNER;2783;841;8;0.844377510040161;21
997;LOOSER;2784;841;15;0.843530591775326;57
998;WINNER;2787;842;15;0.843687374749499;18
999;WINNER;2790;843;21;0.843843843843844;24
1000;WINNER;2793;844;13;0.844;54
1001;WINNER;2796;845;17;0.844155844155844;3
1002;WINNER;2799;846;21;0.844311377245509;55
1003;WINNER;2802;847;10;0.844466600199402;37
1004;WINNER;2805;848;11;0.844621513944223;25
1005;WINNER;2808;849;9;0.844776119402985;52
1006;WINNER;2811;850;13;0.84493041749503;14
1007;LOOSER;2813;850;16;0.844091360476663;37
1008;WINNER;2816;851;11;0.844246031746032;8
1009;WINNER;2819;852;23;0.844400396432111;36
1010;WINNER;2822;853;17;0.844554455445545;59
1011;WINNER;2825;854;7;0.844708209693373;55
1012;WINNER;2828;855;13;0.844861660079051;24
1013;LOOSER;2829;855;9;0.844027640671273;57
1014;WINNER;2832;856;8;0.844181459566075;16
1015;WINNER;2835;857;11;0.844334975369458;55
1016;WINNER;2838;858;12;0.844488188976378;16
1017;WINNER;2841;859;8;0.844641101278269;51
1018;LOOSER;2843;859;12;0.843811394891945;17
1019;WINNER;2846;860;22;0.84396467124632;23
1020;WINNER;2849;861;12;0.844117647058824;38
1021;LOOSER;2851;861;6;0.843290891283056;7
1022;LOOSER;2853;861;9;0.842465753424658;37
1023;WINNER;2856;862;15;0.842619745845552;25
1024;WINNER;2859;863;11;0.8427734375;56
1025;LOOSER;2861;863;14;0.841951219512195;27
1026;WINNER;2864;864;10;0.842105263157895;36
1027;WINNER;2867;865;10;0.842259006815969;43
1028;LOOSER;2869;865;11;0.841439688715953;17
1029;LOOSER;2871;865;17;0.840621963070943;37
1030;WINNER;2874;866;9;0.840776699029126;15
1031;WINNER;2877;867;19;0.840931134820563;49
1032;WINNER;2880;868;15;0.84108527131783;6
1033;WINNER;2883;869;10;0.841239109390126;38
1034;WINNER;2886;870;12;0.841392649903288;27
1035;WINNER;2889;871;11;0.841545893719807;14
1036;WINNER;2892;872;7;0.841698841698842;25
1037;LOOSER;2894;872;14;0.840887174541948;17
1038;WINNER;2897;873;27;0.841040462427746;25
1039;WINNER;2900;874;7;0.841193455245428;34
1040;WINNER;2903;875;14;0.841346153846154;17
1041;WINNER;2906;876;5;0.84149855907781;20
1042;LOOSER;2908;876;17;0.840690978886756;57
1043;WINNER;2911;877;14;0.840843720038351;32
1044;WINNER;2914;878;17;0.840996168582375;15
1045;WINNER;2917;879;9;0.841148325358852;38
1046;WINNER;2920;880;16;0.841300191204589;37
1047;WINNER;2923;881;18;0.8414517669532;18
1048;WINNER;2926;882;12;0.841603053435115;36
1049;LOOSER;2928;882;18;0.840800762631077;47
1050;WINNER;2931;883;9;0.840952380952381;1
1051;WINNER;2934;884;24;0.841103710751665;37
1052;WINNER;2937;885;7;0.841254752851711;54
1053;LOOSER;2939;885;9;0.84045584045584;7
1054;WINNER;2942;886;13;0.840607210626186;13
1055;WINNER;2945;887;10;0.840758293838863;11
1056;WINNER;2948;888;10;0.840909090909091;18
1057;WINNER;2951;889;15;0.841059602649007;49
1058;LOOSER;2953;889;21;0.840264650283554;37
1059;WINNER;2956;890;13;0.840415486307838;47
1060;WINNER;2959;891;12;0.840566037735849;10
1061;WINNER;2962;892;20;0.84071630537229;46
1062;WINNER;2965;893;18;0.840866290018832;8
1063;WINNER;2968;894;7;0.84101599247413;14
1064;WINNER;2971;895;13;0.841165413533835;16
1065;LOOSER;2973;895;7;0.84037558685446;7
1066;WINNER;2976;896;8;0.840525328330206;53
1067;WINNER;2979;897;18;0.840674789128397;37
1068;WINNER;2982;898;19;0.840823970037453;20
1069;WINNER;2985;899;10;0.840972871842844;36
1070;WINNER;2988;900;7;0.841121495327103;11
1071;WINNER;2991;901;22;0.841269841269841;23
1072;WINNER;2994;902;6;0.841417910447761;14
1073;WINNER;2997;903;10;0.841565703634669;12
1074;WINNER;3000;904;19;0.84171322160149;12
1075;WINNER;3003;905;15;0.841860465116279;2
1076;WINNER;3006;906;17;0.842007434944238;55
1077;WINNER;3009;907;18;0.842154131847725;31
1078;WINNER;3012;908;12;0.842300556586271;50
1079;WINNER;3015;909;19;0.842446709916589;10
1080;WINNER;3018;910;22;0.842592592592593;7
1081;WINNER;3021;911;12;0.842738205365402;41
1082;WINNER;3024;912;20;0.842883548983364;50
1083;WINNER;3027;913;22;0.843028624192059;41
1084;WINNER;3030;914;24;0.843173431734317;21
1085;LOOSER;3031;914;8;0.842396313364055;37
1086;WINNER;3034;915;13;0.842541436464088;33
1087;LOOSER;3036;915;9;0.841766329346826;57
1088;LOOSER;3038;915;11;0.840992647058823;7
1089;WINNER;3041;916;15;0.841138659320477;47
1090;WINNER;3044;917;6;0.841284403669725;45
1091;WINNER;3047;918;12;0.841429880843263;7
1092;LOOSER;3048;918;5;0.840659340659341;47
1093;WINNER;3051;919;16;0.840805123513266;21
1094;WINNER;3054;920;9;0.840950639853748;11
1095;LOOSER;3056;920;8;0.840182648401826;17
1096;WINNER;3059;921;7;0.840328467153285;50
1097;WINNER;3062;922;19;0.840474020054695;45
1098;WINNER;3065;923;9;0.840619307832423;16
1099;LOOSER;3067;923;11;0.839854413102821;47
1100;WINNER;3070;924;16;0.84;44
1101;WINNER;3073;925;17;0.840145322434151;59
1102;WINNER;3076;926;13;0.840290381125227;8
1103;WINNER;3079;927;7;0.840435176790571;3
1104;WINNER;3082;928;9;0.840579710144927;24
1105;WINNER;3085;929;17;0.840723981900453;49
1106;WINNER;3088;930;15;0.840867992766727;26
1107;LOOSER;3090;930;9;0.840108401084011;27
1108;WINNER;3093;931;15;0.840252707581227;43
1109;WINNER;3096;932;10;0.840396753832281;44
1110;WINNER;3099;933;20;0.840540540540541;2
1111;LOOSER;3101;933;15;0.83978397839784;27
1112;LOOSER;3103;933;12;0.839028776978417;47
1113;WINNER;3106;934;22;0.839173405211141;38
1114;WINNER;3109;935;8;0.839317773788151;47
1115;LOOSER;3111;935;15;0.838565022421525;37
1116;WINNER;3114;936;17;0.838709677419355;31
1117;LOOSER;3116;936;8;0.837958818263205;7
1118;LOOSER;3118;936;11;0.837209302325581;17
1119;WINNER;3121;937;13;0.837354781054513;56
1120;LOOSER;3123;937;12;0.836607142857143;27
1121;WINNER;3126;938;11;0.836752899197145;8
1122;WINNER;3129;939;9;0.836898395721925;59
1123;WINNER;3132;940;8;0.837043633125557;31
1124;LOOSER;3134;940;11;0.836298932384342;27
1125;WINNER;3137;941;10;0.836444444444444;4
1126;WINNER;3140;942;12;0.836589698046181;45
1127;WINNER;3143;943;11;0.836734693877551;17
1128;WINNER;3146;944;16;0.836879432624113;34
1129;LOOSER;3148;944;5;0.836138175376439;27
1130;WINNER;3151;945;14;0.836283185840708;34
1131;WINNER;3154;946;21;0.836427939876216;9
1132;LOOSER;3155;946;10;0.835689045936396;37
1133;WINNER;3158;947;25;0.835834068843778;45
1134;WINNER;3161;948;13;0.835978835978836;30
1135;WINNER;3164;949;8;0.836123348017621;33
1136;WINNER;3167;950;19;0.836267605633803;6
1137;WINNER;3170;951;12;0.836411609498681;46
1138;WINNER;3173;952;8;0.836555360281195;19
1139;WINNER;3176;953;18;0.836698858647937;48
1140;LOOSER;3178;953;8;0.835964912280702;27
1141;WINNER;3181;954;19;0.836108676599474;19
1142;WINNER;3184;955;22;0.836252189141856;50
1143;WINNER;3187;956;14;0.836395450568679;33
1144;WINNER;3190;957;13;0.836538461538462;7
1145;LOOSER;3192;957;24;0.835807860262009;37
1146;WINNER;3195;958;12;0.835951134380454;57
1147;LOOSER;3197;958;10;0.835222319093287;57
1148;WINNER;3200;959;9;0.835365853658537;38
1149;WINNER;3203;960;12;0.835509138381201;58
1150;WINNER;3206;961;9;0.835652173913043;27
1151;WINNER;3209;962;26;0.835794960903562;18
1152;WINNER;3212;963;15;0.8359375;57
1153;LOOSER;3214;963;5;0.835212489158716;22
1154;WINNER;3217;964;9;0.835355285961872;36
1155;WINNER;3220;965;11;0.835497835497836;14
1156;LOOSER;3222;965;13;0.83477508650519;7
1157;WINNER;3225;966;13;0.834917891097666;23
1158;LOOSER;3226;966;5;0.83419689119171;27
1159;WINNER;3229;967;5;0.834339948231234;46
1160;LOOSER;3231;967;8;0.833620689655172;47
1161;WINNER;3234;968;17;0.833763996554694;28
1162;WINNER;3237;969;10;0.833907056798623;53
1163;WINNER;3240;970;13;0.834049871023216;49
1164;WINNER;3243;971;6;0.834192439862543;13
1165;WINNER;3246;972;20;0.834334763948498;10
1166;LOOSER;3248;972;12;0.833619210977702;37
1167;WINNER;3251;973;11;0.833761782347901;12
1168;WINNER;3254;974;20;0.833904109589041;48
1169;WINNER;3257;975;11;0.83404619332763;26
1170;WINNER;3260;976;8;0.834188034188034;14
